"Date","Price","Open","High","Low","Vol.","Change %"
"08/25/2013","89.20","89.75","90.00","86.90","937.07K","-0.89%"
"08/18/2013","90.00","90.50","90.51","89.75","470.42K","-0.55%"
"08/11/2013","90.50","91.50","92.00","90.15","321.55K","-1.16%"
"08/04/2013","91.56","92.78","93.70","91.54","433.23K","-1.44%"
"07/28/2013","92.90","94.50","95.00","92.82","1.03M","-1.38%"
"07/21/2013","94.20","100.00","100.00","90.20","1.06M","-6.27%"
"07/14/2013","100.50","100.00","101.90","98.50","124.50K","1.01%"
"07/07/2013","99.50","99.00","100.00","98.33","133.46K","-0.50%"
"06/30/2013","100.00","99.00","102.50","99.00","307.87K","1.01%"
"06/23/2013","99.00","100.00","100.00","98.00","450.63K","0.51%"
"06/16/2013","98.50","98.12","100.50","98.12","276.36K","-0.20%"
"06/09/2013","98.70","101.60","102.50","98.00","521.36K","-2.85%"
"06/02/2013","101.60","102.50","103.50","100.80","300.12K","-1.26%"
"05/26/2013","102.90","102.00","104.50","101.00","450.06K","0.59%"
"05/19/2013","102.30","110.00","111.50","102.20","570.95K","-7.00%"
"05/12/2013","110.00","110.00","111.35","108.10","382.49K","-0.14%"
"05/05/2013","110.15","110.00","112.35","109.00","285.55K","-0.50%"
"04/28/2013","110.70","114.00","115.45","107.50","692.81K","-2.25%"
"04/21/2013","113.25","111.40","113.50","107.75","731.31K","1.66%"
"04/14/2013","111.40","109.10","113.00","109.10","266.88K","2.15%"
"04/07/2013","109.05","107.00","109.50","106.85","670.18K","2.06%"
"03/31/2013","106.85","105.50","107.30","105.50","237.50K","0.42%"
